trade_date_utc,AUDJPY_1_3.14.146_BUY_M15,AUDJPY_2_5.20.109_BUY_M15,AUDJPY_3_3.19_BUY_M15,AUDJPY_46_3.50.181_BUY_M15,AUDJPY_47_6.30.171_BOTH_M15,AUDJPY_56_1.14.109_BUY_M15,AUDJPY_78_3.7.108_BUY_M15,AUDUSD_48_5.8.189_SELL_M15,AUDUSD_4_3.27.109_SELL_M15,AUDUSD_5_6.3.178_SELL_M15,AUDUSD_60_1.31.145_SELL_M15,AUDUSD_61_6.25.174_SELL_M15,AUDUSD_6_5.9.126_SELL_M15,EURGBP_10_5.21.111_SELL_M15,EURGBP_49_2.36.141_BOTH_M15,EURGBP_62_3.31.132_BUY_M15,EURGBP_63_4.21.189_SELL_M15,EURGBP_70_2.27.108_SELL_M15,EURGBP_7_3.16.177_SELL_M15,EURGBP_8_6.1.186_SELL_M15,EURGBP_9_5.2.127_SELL_M15,EURUSD_11_1.42.105_SELL_M15,EURUSD_12_3.47.124_BUY_M15,EURUSD_13_6.46.178_BUY_M15,EURUSD_14_5.6.167_BUY_M15,EURUSD_18_6.6.111_SELL_M15,EURUSD_59_2.34.129_SELL_M15,EURUSD_64_4.34.165_BUY_M15,EURUSD_71_5.30.159_SELL_M15,EURUSD_72_5.42.127_SELL_M15,EURUSD_73_5.43.181_SELL_M15,GBPJPY_50_5.35.116_BUY_M15,GBPJPY_65_2.14.157_BUY_M15,GBPJPY_66_4.17.131_BOTH_M15,GBPJPY_67_4.19.99_BOTH_M15,GBPUSD_19_0.13205_BUY_M15,GBPUSD_20_1.32.126_BUY_M15,GBPUSD_21_3.3.167_BUY_M15,GBPUSD_22_6.11.100_SELL_M15,GBPUSD_69_3.13.113_BUY_M15,GBPUSD_74_6.52.179_SELL_M15,NZDUSD_23_2.12.147_SELL_M15,NZDUSD_24_4.41.120_SELL_M15,NZDUSD_25_5.7.105_SELL_M15,NZDUSD_26_2.6.180_SELL_M15,NZDUSD_27_6.16.107_SELL_M15,NZDUSD_75_4.73.120_SELL_M15,NZDUSD_76_5.71.164_BUY_M15,US500.cash_28_3.8.114_BUY_M15,US500.cash_29_3.32.156_BUY_M15,USDCAD_30_2.34.141_BUY_M15,USDCAD_31_3.2.189_BUY_M15,USDCAD_32_4.16.175_BUY_M15,USDCAD_33_5.11.180_BUY_M15,USDCAD_34_1.8.187_BUY_M15,USDCAD_51_6.27.122_BUY_M15,USDCAD_77_3.51.113_SELL_M15,USDCHF_35_3.1.133_SELL_M15,USDCHF_36_4.5.112_SELL_M15,USDCHF_52_3.17.186_BOTH_M15,USDCHF_53_6.47.153_BOTH_M15,USDCHF_55_6.23.134_BUY_M15,USDJPY_37_0.18430_BUY_M15,USDJPY_38_1.35.168_BUY_M15,USDJPY_39_6.27.190_BUY_M15,USDJPY_40_2.4.138_BUY_M15,USDJPY_41_2.5.172_BUY_M15,USDJPY_57_4.8.181_BUY_M15,USOIL.cash_42_1.25.121_BUY_M15,USOIL.cash_43_5.11.112_BUY_M15,USOIL.cash_44_6.17.127_BUY_M15,USOIL.cash_54_4.18.190_BOTH_M15,XAUUSD_45_2.13.130_BUY_M15,XAUUSD_58_5.6.136_BUY_M15
2023-09-07 00:00:00+00:00,-14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.419999999999998,0.0,14.419999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.1,0.0,0.0,0.0,13.68,0.0,0.0,0.0,0.0,3.45,0.0,-68.8,-68.83,0.0,0.0,-34.58,0.0,0.0,0.0,0.0,-4.6,25.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,-9.97,0.0,0.0,0.0,0.0,11.73,0.0,0.0,0.0,0.0,0.0,-1.15,8.53,5.5,0.0,0.0,0.0,0.0,0.0
2023-09-08 00:00:00+00:00,0.0,-14.909999999999998,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,14.92,0.0,0.0,0.0,5.31,14.92,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,-16.96,0.0,0.0,0.0,-25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,-4.3,3.7,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,-26.68,0.0,0.0,0.0,0.0,0.0,0.0,-20.49,0.0,0.0,-190.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.52000000000001
2023-09-11 00:00:00+00:00,-14.63,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,0.0,0.0,0.0,0.0,14.1,0.0,-7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.6,-8.78,0.0,-3.98,0.0,0.0,0.0,0.0,-64.33000000000001,-64.33000000000001,0.0,0.0,1.54,0.0,0.0,0.0,6.2,0.0,6.2,6.2,-4.9,1.4,0.0,0.0,0.0,0.0,-88.32000000000001,0.0,-22.150000000000002,0.0,-29.53,0.0,0.0,0.0,0.0,0.0,0.0,-225.56,0.0,-308.68,0.0,-45.15,0.0,0.0,0.0,0.0,0.0,-187.42000000000002,-100.52
2023-09-12 00:00:00+00:00,0.0,0.0,0.0,4.81,4.81,0.0,0.0,-44.2,-2.2,-0.4,0.0,-6.5,-22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.260000000000005,-19.880000000000003,0.0,0.0,0.0,0.0,-35.08,0.0,0.0,0.0,0.0,-7.91,0.0,-7.91,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.7,-27.3,2.7,2.7,0.0,0.0,0.0,0.0,0.0,-24.53,0.0,-24.53,0.0,0.0,0.0,0.0,0.0,0.0,-26.529999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.52
2023-09-13 00:00:00+00:00,-11.280000000000001,0.0,0.0,-24.24,11.66,11.66,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.48,0.0,11.720000000000002,0.0,0.0,0.0,0.0,-0.7,-2.6,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.859999999999999,-27.169999999999998,-6.859999999999999,-6.859999999999999,0.0,-51.9,0.0,0.0,0.0,29.85,0.0,0.0,80.83,0.0,-22.83,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
2023-09-14 00:00:00+00:00,-14.59,0.0,0.0,0.0,-23.5,8.02,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,21.11,0.0,0.0,22.24,0.0,0.0,0.0,0.0,-33.3,0.0,0.0,95.88,48.58,0.0,35.2,3.48,12.58,-65.44,0.0,-3.47,-3.47,0.0,0.0,-48.88,0.0,0.0,1.2199999999999998,-9.6,-17.4,-9.6,-9.6,0.0,0.0,0.0,0.0,0.0,8.270000000000001,33.910000000000004,8.270000000000001,0.0,-26.92,-30.64,0.0,0.0,0.0,0.0,-2.19,0.0,-202.47,0.0,5.03,0.0,0.13,2.91,5.5,0.0,0.0,0.0,0.0,28.28
2023-09-15 00:00:00+00:00,0.0,0.0,0.0,0.0,19.34,15.090000000000002,0.0,8.5,1.9,-10.5,1.9,22.2,0.0,0.0,32.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,27.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,44.7,12.1,0.0,0.0,1.6,7.4,0.0,-2.3,0.0,0.0,114.16,0.0,0.0,13.77,0.0,0.0,0.0,0.0,0.0,16.32,0.0,0.0,0.0,0.0,0.0,0.0,3.67,5.5,0.0,0.0,0.0,226.96,-100.52
2023-09-18 00:00:00+00:00,0.0,0.0,0.0,-24.7,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.31,-9.46,-31.95,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0,0.0,-1.5799999999999998,0.0,-25.0,-22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,19.5,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,-26.97,-30.69,0.0,0.0,0.0,0.0,0.0,-11.03,25.29,5.0200000000000005,25.29,5.0200000000000005,13.82,15.58,0.0,0.0,0.0,0.0,0.0,101.46
2023-09-19 00:00:00+00:00,0.0,0.0,0.0,0.0,-2.02,-17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.84,0.0,0.0,-14.32,-32.08,0.0,-40.1,0.0,0.0,-26.85,0.0,-25.83,-25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.1,0.0,0.0,0.0,0.0,0.11,-60.7,-108.75999999999999,0.0,0.0,0.0,-30.8,0.0,0.0,0.0,0.0,-3.78,-14.59,0.0,0.0,0.0,0.0,-14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-20 00:00:00+00:00,32.81,0.0,0.0,0.0,19.27,14.510000000000002,0.0,-10.6,0.0,27.7,36.1,0.0,0.0,0.0,0.0,0.0,0.0,12.09,17.5,0.0,0.0,20.4,34.839999999999996,0.0,0.0,0.0,-5.08,0.0,-39.5,-40.8,4.119999999999999,-14.37,0.0,6.34,6.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,-5.0,0.0,0.0,0.0,-0.06,0.0,114.91000000000001,-14.94,0.0,-27.11,-30.8,0.0,0.0,18.41,-1.1,0.0,0.0,-167.70999999999998,0.0,-44.42,-43.82,-5.47,3.87,5.5,0.0,0.0,0.0,-89.5,67.3
2023-09-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.92,0.0,0.0,0.0,0.0,0.0,-23.08,0.0,0.0,0.0,0.0,3.09,4.44,0.0,0.0,0.0,0.0,263.88,0.0,22.5,0.0,0.0,0.0,0.0,0.0,-19.26,0.0,0.0,0.0,-19.58,0.0,0.0,0.0,0.0,0.0,21.700000000000003,0.0,0.0,31.9,0.0,0.0,0.0,11.46,0.0,11.46,0.0,0.0,0.0,29.29,0.0,0.0,-23.19,80.58,46.57,0.0,0.0,83.25,0.0,16.53,-43.50999999999999,0.0,0.0,0.0,0.0,-291.02,0.0
2023-09-22 00:00:00+00:00,0.0,-47.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.56,0.0,0.0,0.0,-6.08,0.0,-34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.680000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.9,2.23,114.69,2.23,0.0,-27.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25 00:00:00+00:00,-14.48,0.0,0.0,-24.53,-21.23,0.0,0.0,0.0,0.0,8.799999999999999,0.0,-9.1,0.0,-6.79,0.0,0.0,0.0,-28.82,-9.12,0.0,0.0,0.0,-37.06,0.0,-58.96,0.0,14.02,0.0,0.0,0.0,0.0,0.0,0.0,-39.01,-35.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.899999999999999,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,13.83,8.84,0.0,0.0,0.0,0.0,8.83,42.1,0.0,-8.02,34.3,-8.02,0.0,9.04,2.58,0.0,0.0,0.0,0.0,-102.61999999999999
2023-09-26 00:00:00+00:00,-14.43,0.0,0.0,-24.5,-21.15,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42,0.0,22.76,0.0,0.0,22.76,22.1,0.0,0.0,0.0,0.0,0.0,-42.66,0.0,0.0,0.0,0.0,0.0,-2.58,-2.58,0.0,-19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.82,0.0,64.74,12.91,124.88,0.0,1.21,0.0,0.0,0.0,6.35,6.35,0.0,65.47999999999999
2023-09-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.35,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,-5.9,0.0,0.0,0.0,-6.39,-5.66,-4.08,0.0,0.0,0.0,0.0,0.0,28.82,-97.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.599999999999998,0.0,0.0,0.0,-4.74,0.0,0.0,0.0,0.0,0.0,6.73,-10.88,0.0,0.0,0.0,0.0,14.41,0.0,-15.1,0.0,-15.1,0.6799999999999999,3.29,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,44.77,-11.870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,71.38,74.72,0.0,-1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,13.8,-18.15,20.69,0.0,0.0,0.0,45.34,0.0,0.0,15.12,0.0,0.0,15.12,27.09,0.0,0.0,-6.25,-6.25,0.0,0.0
2023-09-29 00:00:00+00:00,-14.39,0.0,0.0,0.0,-21.15,0.0,0.0,19.0,0.0,13.1,0.0,-119.4,-21.5,-9.22,-1.6300000000000008,0.0,0.0,0.0,17.38,0.0,0.0,-31.48,0.0,0.0,0.0,-32.32,-44.48,0.0,0.0,-21.380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,-19.2,0.0,0.0,0.0,0.93,0.0,114.8,0.0,0.0,-27.03,-7.039999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.010000000000002,0.0,6.35,6.35,0.0,-100.52
2023-10-02 00:00:00+00:00,0.0,0.0,0.0,0.0,-21.04,-17.24,0.0,19.0,0.0,0.0,20.9,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,-37.3,0.0,0.0,26.88,0.0,0.0,40.3,42.0,37.3,0.0,-67.81,0.0,0.0,0.0,0.0,0.0,0.0,41.3,43.98,0.0,0.0,23.9,0.0,25.5,0.0,0.0,0.0,0.31,43.03,0.0,0.0,0.0,0.0,0.0,-44.93,0.0,0.0,-6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86,-3.32,0.0,0.0,0.0,0.0,0.0
2023-10-03 00:00:00+00:00,0.0,-45.43,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.71,0.0,-2.37,27.03,0.0,0.0,0.0,0.0,0.0,0.0,-67.46000000000001,0.0,0.0,-23.76,0.0,0.0,0.0,0.0,0.0,-67.6,-67.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,39.35,0.0,0.0,0.0,0.0,0.0,45.64,-147.88,0.0,-206.79999999999998,0.0,-38.53,-60.81999999999999,5.5,0.0,0.0,0.0,0.0,65.47999999999999
2023-10-04 00:00:00+00:00,0.0,0.0,0.0,0.0,-21.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.56,0.0,0.0,0.0,0.0,0.0,56.02,56.02,0.0,69.4,110.7,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.36,38.47,0.0,0.0,0.0,0.0,51.230000000000004,0.0,0.0,0.0,0.0,19.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.49,0.0,-6.25,-6.25,0.0,65.47999999999999
2023-10-05 00:00:00+00:00,-14.45,0.0,0.0,0.0,-21.19,0.0,0.0,-9.98,0.0,24.0,-9.68,0.0,-7.279999999999999,0.0,24.240000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.32,-34.52,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.25,-6.25,0.0,65.47999999999999
2023-10-06 00:00:00+00:00,-14.45,0.0,0.0,0.0,-21.15,0.0,0.0,-31.0,0.0,0.0,0.0,0.0,-31.0,0.0,0.0,12.93,0.0,0.0,0.0,0.0,0.0,0.0,-35.2,0.0,44.4,-101.51999999999998,0.0,0.0,6.220000000000002,-29.18,-29.18,0.0,0.0,-67.92,25.7,0.0,0.0,0.0,-67.42,0.0,79.2,0.0,0.0,0.0,0.0,-38.9,-47.1,0.0,0.0,0.29,0.0,0.0,0.0,0.0,13.58,-30.28,0.0,0.0,0.0,30.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.47999999999999
2023-10-09 00:00:00+00:00,-14.41,0.0,0.0,-24.47,0.0,0.0,0.0,19.0,0.0,0.0,0.0,30.9,30.9,0.0,-6.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.03999999999999,0.0,44.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,-60.58,0.0,0.0,-26.68,0.0,0.0,48.73,0.0,0.0,0.0,0.0,92.75999999999999,0.0,28.7,0.0,0.0,0.0,36.53,0.0,0.0,0.0,306.97999999999996,101.48
2023-10-10 00:00:00+00:00,-14.47,0.0,0.0,0.0,33.16,9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,0.0,33.74,0.0,0.0,0.0,-4.28,-9.28,-12.58,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.7,0.0,0.0,0.0,-10.8,-10.8,-25.8,0.0,0.0,0.0,0.0,-37.98,0.0,-37.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.16,0.0,0.0,6.35,6.35,0.0,65.47999999999999
2023-10-11 00:00:00+00:00,-14.43,0.0,0.0,-24.47,0.0,0.0,0.0,-24.8,-13.8,-27.4,0.0,-17.6,0.0,0.0,7.47,0.0,0.0,0.0,0.0,13.2,13.2,0.0,29.74,0.0,0.0,0.0,0.0,0.0,-38.58,0.0,-17.380000000000003,0.0,0.0,0.0,2.8,0.0,0.0,0.0,-58.52,0.0,-39.52,0.0,0.0,0.0,0.0,-20.0,-34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.43000000000001,0.0,0.0,0.0,0.0,-48.54,0.0,-151.10999999999999,0.0,0.0,0.0,0.0,0.0,-6.25,-6.25,-80.02,101.48
2023-10-12 00:00:00+00:00,-14.41,0.0,0.0,0.0,-39.03,-62.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630000000000001,-17.46,0.0,0.0,0.0,0.0,0.0,0.0,-29.4,0.0,0.0,0.0,18.479999999999997,0.0,26.48,17.98,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.619999999999997,-7.18,-21.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,34.7,0.0,0.0,46.89,0.0,0.0,0.0,52.559999999999995,0.0,-35.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.66,0.0
2023-10-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.86,-67.81,-67.86,-94.36,0.0,-94.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.1,0.0,0.0,0.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.32,0.0,147.43,0.0,16.83,41.870000000000005,-4.2,0.0,0.0,0.0,226.96,35.68000000000001
2023-10-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.27,0.0,-23.27,25.7,0.0,0.0,-23.27,0.0,0.0,0.0,0.0,0.0,0.0,-17.16,0.0,0.0,0.0,0.0,0.0,0.0,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.1,0.0,0.0,0.0,0.0,0.0,0.1699999999999999,0.0,-19.57,0.0,-14.37,0.0,-26.7,-14.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.67,0.0,0.0,0.0,0.0,0.0,-100.52
2023-10-17 00:00:00+00:00,-14.37,0.0,0.0,0.0,-21.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58,0.0,13.0,0.0,-21.54,0.0,0.0,0.0,0.0,0.0,27.8,0.0,-35.08,0.0,0.0,-60.08,-15.08,-64.44,0.0,-24.47,-67.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,12.4,0.0,0.0,0.0,0.0,-20.95,29.679999999999993,-7.65,-20.95,0.0,12.349999999999998,0.0,30.9,0.0,0.0,0.0,0.0,-223.71,0.0,0.0,0.0,-52.99,0.0,5.5,-5.3,0.0,0.0,0.0,101.46
2023-10-18 00:00:00+00:00,-14.37,0.0,0.0,0.0,-21.05,0.0,0.0,-0.8999999999999986,-15.5,0.0,2.6,2.6,-19.9,0.0,-21.39,0.0,-7.13,23.03,0.0,-26.14,0.0,0.0,-18.560000000000002,0.0,0.0,0.0,-30.18,0.0,31.520000000000003,0.0,-32.38,0.0,0.0,6.14,0.0,0.0,35.440000000000005,21.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,13.65,39.92,-38.7,5.68,0.0,0.0,0.0,0.0,0.0,0.0,-21.52,0.0,0.0,6.8100000000000005,0.0,0.0,0.0,0.0,226.89999999999998,101.46
2023-10-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.2,0.0,29.880000000000003,0.0,-46.7,14.38,14.38,-41.42,0.0,0.0,0.0,0.0,0.0,-14.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2899999999999998,0.0,5.5,0.0,-6.25,-6.25,226.88,101.44
2023-10-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.8,0.0,0.0,14.9,0.0,0.0,0.0,-43.65,0.0,0.0,-49.96,6.3100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,2.58,0.0,0.0,26.34,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,13.04,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.230000000000004,0.0,-72.93,0.0,-10.28,-5.069999999999999,0.0,0.0,-6.25,-6.25,226.88,101.44
2023-10-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,21.09,0.0,0.0,-2.62,0.0,0.0,0.0,0.0,0.0,55.7,0.0,32.1,0.0,-67.3,0.0,-47.5,0.0,0.0,0.0,0.0,63.84,63.84,0.0,0.0,41.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,-0.02,0.0,66.18,0.0,0.0,3.35,-26.889999999999997,29.46,11.68,0.0,0.0,0.0,0.0,-79.25999999999999,0.0,-79.25999999999999,-15.89,-9.55,-15.96,-8.49,0.0,0.0,0.0,0.0,-100.56
2023-10-24 00:00:00+00:00,0.0,0.0,0.0,0.0,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-183.51999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-17.750000000000007,0.0,0.0,-32.8,0.0,0.0,0.0,0.0,87.8,-11.5,-11.5,-11.5,9.399999999999999,0.0,0.0,0.0,0.0,0.27,0.0,112.72,0.0,0.0,13.59,41.62,0.0,-39.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.51,-19.04,0.0,0.0,-6.25,-6.25,0.0,65.44
2023-10-25 00:00:00+00:00,-14.35,0.0,0.0,0.0,19.02,0.0,0.0,21.7,49.7,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.68,0.0,-17.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,-34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232.12,65.44
2023-10-26 00:00:00+00:00,0.0,-27.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.290000000000003,0.0,27.08,16.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.4,0.0,0.0,0.0,-39.06,-49.32,-17.55,-17.55,0.0,-39.48,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,18.67,0.0,-36.98,0.0,0.0,0.0,0.0,57.46,-37.68,57.46,-34.34,13.63,13.57,5.5,-5.3,0.0,0.0,-232.12,101.44
2023-10-27 00:00:00+00:00,-14.32,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,0.0,0.0,-13.66,0.0,0.0,0.0,36.28,0.0,-33.28,-33.28,0.0,0.0,0.0,0.0,-9.32,0.0,0.0,0.0,0.0,-10.5,-8.700000000000001,0.0,0.0,0.0,0.54,19.87,0.0,0.0,0.0,13.47,37.82,0.0,-35.55,0.0,0.0,15.92,1.9,0.0,0.0,0.0,0.0,0.0,-9.18,5.5,0.0,0.0,0.0,-232.12,65.44
